,ID,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Year
5429,62400,FPQ-3859,SCMS-48860,ASN-7668,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/2009,2009-07-16,4-Aug-10,4-Aug-10,4-Aug-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,559,12532.78,22.42,0.75,"Aurobindo Unit III, India",Yes,46,1127.95,24.56,2009
5430,62403,FPQ-11043,SCMS-168020,ASN-18768,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,11/16/2012,2012-12-06,17-Jul-13,17-Jul-13,17-Jul-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,1,3511,17555.0,5.0,5.0,"Alere Medical Co., Ltd.",Yes,981,22892.07,21.72,2012
5431,62413,FPQ-10811,SCMS-164580,ASN-18661,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/2012,2012-11-07,1-Apr-13,1-Apr-13,1-Apr-13,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,7245,23546.25,3.25,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,622,1226.11,29.13,2012
5433,62433,FPQ-3999,SCMS-50170,ASN-4672,Mozambique,PMO - US,Direct Drop,EXW,Air,7/15/2009,2009-07-25,8-Sep-09,8-Sep-09,8-Sep-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,4200,134400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1650,23167.84,263.42,2009
5434,62476,FPQ-12711,SCMS-203100,ASN-22038,Cameroon,PMO - US,Direct Drop,EXW,Air,8/9/2013,2013-09-04,16-Oct-13,16-Oct-13,17-Oct-13,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,100,30,10500.0,350.0,3.5,"Orasure Technologies, Inc",Yes,75,1406.75,12.99,2013
5435,62516,FPQ-9001,SCMS-131580,ASN-15388,Vietnam,PMO - US,Direct Drop,FCA,Air,12/15/2011,2012-01-25,26-Jul-12,26-Jul-12,26-Jul-12,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,7078,430483.96,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,1724,5248.47,603.54,2012
5436,62521,FPQ-3967,SCMS-52660,ASN-5864,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/21/2009,2009-09-14,5-Feb-10,5-Feb-10,5-Feb-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Generic,60,2688,86016.0,32.0,0.53,Mylan (formerly Matrix) Nashik,Yes,421,4022.89,168.59,2009
5438,62555,FPQ-8804,SCMS-133730,ASN-14016,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Ocean,11/28/2011,2012-01-13,5-Jul-12,5-Jul-12,5-Jul-12,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,120,22600,678000.0,30.0,0.25,"Aurobindo Unit III, India",Yes,5734,24624.0,950.56,2012
5439,62577,FPQ-4250,SCMS-55900,ASN-5595,Kenya,PMO - US,Direct Drop,EXW,Air,9/16/2009,2009-10-23,7-Jan-10,7-Jan-10,7-Jan-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,25,9475,189500.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3158,24172.01,371.42,2009
5440,62586,FPQ-10489,SCMS-159280,ASN-16778,Uganda,PMO - US,Direct Drop,DAP,Air,8/24/2012,2012-09-06,25-Oct-12,25-Oct-12,25-Oct-12,ARV,Adult,ASPEN PHARMACARE,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,120,111,3996.0,36.0,0.3,"Janssen-Cilag, Latina, IT",Yes,24,330.0,5.6,2012
5443,62634,FPQ-15692,SCMS-274370,ASN-32260,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/2015,2015-02-17,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,17760,177600.0,10.0,0.33,Hetero Unit III Hyderabad IN,Yes,2516,3809.94,209.04,2015
5446,62709,FPQ-10811,SCMS-164520,ASN-18691,Vietnam,PMO - US,Direct Drop,FCA,Air,10/15/2012,2012-11-07,3-Apr-13,3-Apr-13,3-Apr-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,1836,111665.52,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,439,958.85,138.13,2012
5447,62712,FPQ-15303,SCMS-264920,ASN-30994,Uganda,PMO - US,Direct Drop,FCA,Air,11/11/2014,2014-11-25,20-Mar-15,20-Mar-15,20-Mar-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,150,4623.0,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,170,2265.89,5.44,2014
5448,62730,FPQ-7175,SCMS-103690,ASN-12560,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-23,2-Nov-11,2-Nov-11,2-Nov-11,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,136980,589014.0,4.3,0.14,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,10832,10283.25,971.87,2011
5449,62761,FPQ-12150,SCMS-191950,ASN-23207,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,4/29/2013,2013-06-12,23-Dec-13,23-Dec-13,8-Jan-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,60,350,2397.5,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,56,1726.5,2.97,2013
5451,62801,FPQ-6708,SCMS-93560,ASN-11437,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,2010-12-14,15-Sep-11,15-Sep-11,15-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,86843,577505.95,6.65,0.22,"Aurobindo Unit III, India",Yes,8106,10748.78,952.88,2010
5453,62814,FPQ-13084,SCMS-211060,ASN-22938,Zambia,PMO - US,Direct Drop,EXW,Air,10/11/2013,2013-10-21,13-Jan-14,13-Jan-14,30-Jan-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,20000,43000.0,2.15,0.04,"Aurobindo Unit III, India",Yes,980,6020.81,44.2,2013
5456,62879,FPQ-6083,SCMS-80890,ASN-7834,Dominican Republic,PMO - US,Direct Drop,EXW,Air,7/16/2010,2010-07-30,14-Sep-10,14-Sep-10,14-Sep-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,2000,14000.0,7.0,0.23,Mylan (formerly Matrix) Nashik,Yes,111,1254.61,30.18,2010
5457,62935,FPQ-15654,SCMS-272570,ASN-31045,Rwanda,PMO - US,Direct Drop,FCA,Air,12/23/2014,2015-01-19,2-Apr-15,2-Apr-15,2-Apr-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,252,7766.64,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,316,2905.84,9.14,2015
5458,62942,FPQ-4108,SCMS-52440,ASN-5310,Mozambique,PMO - US,Direct Drop,FCA,Air,8/20/2009,2009-09-03,11-Nov-09,11-Nov-09,11-Nov-09,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,270,392,37017.53,94.43,0.35,Roche Basel,Yes,202,2191.21,72.55,2009
5461,62980,FPQ-9635,SCMS-148700,ASN-15789,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/14/2012,2012-06-28,22-Oct-12,22-Oct-12,22-Oct-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,19776,100857.6,5.1,0.17,Hetero Unit III Hyderabad IN,Yes,2122,9272.18,141.4,2012
5462,62987,FPQ-11638,SCMS-179351,ASN-21682,Malawi,PMO - US,Direct Drop,EXW,Air,2/22/2013,2013-03-14,2-Oct-13,2-Oct-13,2-Oct-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,154,12320.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,60,1619.3,15.24,2013
5467,63064,FPQ-12456,SCMS-196561,ASN-22347,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/2013,2013-07-10,7-Nov-13,7-Nov-13,17-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3023,269047.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1221,19891.2,332.81,2013
5468,63073,FPQ-12094,SCMS-186840,ASN-24393,Zimbabwe,PMO - US,Direct Drop,FCA,Air,4/19/2013,2013-04-25,13-Mar-14,13-Mar-14,13-Mar-14,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,60,1014,7098.0,7.0,0.12,Bristol-Myers Squibb Anagni IT,Yes,247,3584.08,8.78,2013
5469,63106,FPQ-12837,SCMS-204300,ASN-21704,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/2013,2013-08-23,18-Oct-13,18-Oct-13,18-Oct-13,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,38707,314687.91,8.13,0.14,"Aurobindo Unit III, India",Yes,4926,40227.6,389.27,2013
5472,63175,FPQ-3963,SCMS-48560,ASN-4448,Rwanda,PMO - US,Direct Drop,EXW,Air,7/1/2009,2009-07-02,14-Aug-09,14-Aug-09,14-Aug-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,250,8000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,88,3997.31,15.68,2009
5473,63186,FPQ-3859,SCMS-48810,ASN-5182,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/2009,2009-07-16,19-Oct-09,19-Oct-09,19-Oct-09,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,60,427,8253.91,19.33,0.32,"Aurobindo Unit III, India",Yes,62,1060.35,16.18,2009
5475,63234,FPQ-6119,SCMS-83990,ASN-8453,Sudan,PMO - US,Direct Drop,EXW,Air,8/30/2010,2010-09-02,12-Nov-10,12-Nov-10,12-Nov-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,260,23140.0,89.0,0.89,Inverness Japan,Yes,119,2742.83,49.89,2010
5476,63273,FPQ-10619,SCMS-161830,ASN-17465,Tanzania,PMO - US,Direct Drop,EXW,Air,9/13/2012,2012-10-04,31-Dec-12,31-Dec-12,31-Dec-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2744,219520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1186,22067.21,307.77,2012
5478,63289,FPQ-12570,SCMS-200900,ASN-22171,Cameroon,PMO - US,Direct Drop,EXW,Air,7/10/2013,2013-08-06,9-Nov-13,9-Nov-13,20-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,5000,400000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1238,46044.38,494.8,2013
5479,63292,FPQ-13976,SCMS-236080,ASN-28050,Vietnam,PMO - US,Direct Drop,FCA,Air,4/8/2014,2014-04-30,1-Oct-14,1-Oct-14,1-Oct-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,30,400,9304.0,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,52,379.77,9.56,2014
5480,63296,FPQ-4487,SCMS-57521,ASN-8573,Botswana,PMO - US,Direct Drop,EXW,Air,11/2/2009,2009-11-13,7-Feb-11,7-Feb-11,7-Feb-11,HRDT,HIV test - Ancillary,"Trinity Biotech, Plc","#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,2,15,465.0,31.0,15.5,"Trinity Biotech, Plc",Yes,1,650.97,1.0,2009
5481,63297,FPQ-14895,SCMS-261040,ASN-30196,Haiti,PMO - US,Direct Drop,EXW,Ocean,9/24/2014,2014-11-14,9-Apr-15,9-Apr-15,13-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,56500,579125.0,10.25,0.34,Hetero Unit III Hyderabad IN,Yes,7324,10500.29,595.34,2014
5483,63355,FPQ-13809,SCMS-234031,ASN-26374,Ghana,PMO - US,Direct Drop,EXW,Air,3/7/2014,2014-05-05,12-Jun-14,12-Jun-14,12-Jun-14,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,120,3393,73967.4,21.8,0.18,"Aurobindo Unit III, India",Yes,901,7326.63,76.04,2014
5485,63401,FPQ-12290,SCMS-192180,ASN-24273,Uganda,PMO - US,Direct Drop,CIP,Air,5/17/2013,2013-07-03,14-Feb-14,14-Feb-14,19-Feb-14,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,120,454,30236.4,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,79,281.94,37.4,2013
5486,63409,FPQ-15928,SCMS-280490,ASN-31624,Ethiopia,PMO - US,Direct Drop,EXW,Air,3/10/2015,2015-03-17,28-Apr-15,28-Apr-15,29-Apr-15,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,1,4000,98000.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,2764,40716.16,115.35,2015
5487,63412,FPQ-9823,SCMS-147550,ASN-15640,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,5/4/2012,2012-06-13,16-Aug-12,16-Aug-12,16-Aug-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,20,2155,62495.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,622,7727.12,87.62,2012
5488,63419,FPQ-14826,SCMS-256310,ASN-29141,Swaziland,PMO - US,Direct Drop,EXW,Air,9/3/2014,2014-10-09,19-Feb-15,19-Feb-15,19-Feb-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,39,3120.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,17,514.52,3.21,2014
5489,63432,FPQ-7693,SCMS-113020,ASN-12293,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,5/5/2011,2011-07-06,17-Oct-11,17-Oct-11,17-Oct-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,16800,517776.0,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,4213,27376.29,854.33,2011
5490,63438,FPQ-12540,SCMS-198771,ASN-22834,Tanzania,PMO - US,Direct Drop,EXW,Air,7/3/2013,2013-08-27,27-Dec-13,27-Dec-13,27-Dec-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,80516,652179.6,8.1,0.13,"Cipla, Goa, India",Yes,11646,50445.73,806.75,2013
5494,63502,FPQ-4389,SCMS-58020,ASN-5746,Haiti,PMO - US,Direct Drop,FCA,Air,11/3/2009,2009-11-13,3-Mar-10,3-Mar-10,3-Mar-10,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,60,300,2712.0,9.04,0.15,ABBVIE Ludwigshafen Germany,Yes,37,971.8,5.85,2009
5495,63537,FPQ-14995,SCMS-260700,ASN-29928,Nigeria,PMO - US,Direct Drop,EXW,Air,9/22/2014,2014-10-29,19-Jan-15,19-Jan-15,22-Jan-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,6133,545837.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,2483,31306.65,561.12,2014
5497,63561,FPQ-15625,SCMS-272350,ASN-32051,Zimbabwe,PMO - US,Direct Drop,FCA,Air,1/6/2015,2015-01-16,21-May-15,21-May-15,21-May-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,6914,213089.48,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,6090,41141.5,250.81,2015
5499,63571,FPQ-13945,SCMS-235380,ASN-28275,Tanzania,PMO - US,Direct Drop,EXW,Air,3/27/2014,2014-05-06,25-Oct-14,25-Oct-14,25-Oct-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,252,8064.0,32.0,1.6,"Trinity Biotech, Plc",Yes,82,1353.35,8.29,2014
5501,63579,FPQ-11538,SCMS-176920,ASN-18783,South Sudan,PMO - US,Direct Drop,EXW,Air,1/24/2013,2013-02-22,16-May-13,16-May-13,16-May-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,125,4000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,41,1441.21,4.95,2013
5503,63608,FPQ-9856,SCMS-149170,ASN-15733,Kenya,PMO - US,Direct Drop,EXW,Air,5/24/2012,2012-06-13,5-Sep-12,5-Sep-12,5-Sep-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,20000,640000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,6568,41300.11,897.28,2012
5504,63620,FPQ-12155,SCMS-189350,ASN-21443,Uganda,PMO - US,Direct Drop,EXW,Air,4/29/2013,2013-05-28,4-Oct-13,4-Oct-13,5-Oct-13,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,30,2850,78660.0,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,318,4604.83,97.3,2013
5505,63648,FPQ-6489,SCMS-90451,ASN-10748,Haiti,PMO - US,Direct Drop,CIP,Air,10/20/2010,2010-11-04,11-May-11,11-May-11,11-May-11,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,180,28,1400.0,50.0,0.28,"MSD, Haarlem, NL",Yes,7,290.0,3.02,2010
5506,63652,FPQ-10396,SCMS-157661,ASN-17085,Tanzania,PMO - US,Direct Drop,EXW,Air,7/31/2012,2012-10-04,7-Dec-12,7-Dec-12,7-Dec-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2744,219520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1303,22317.25,307.77,2012
5507,63697,FPQ-5303,SCMS-68810,ASN-7217,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,2010-03-19,15-Jul-10,15-Jul-10,15-Jul-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,333334,856668.38,2.57,0.04,"Strides, Bangalore, India.",Yes,16496,25285.11,1846.98,2010
5508,63719,FPQ-14628,SCMS-253240,ASN-28591,Uganda,PMO - US,Direct Drop,EXW,Air,7/23/2014,2014-09-04,14-Oct-14,14-Oct-14,15-Oct-14,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,30,800,22080.0,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,86,798.43,22.7,2014
5509,63749,FPQ-12456,SCMS-196560,ASN-21224,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/2013,2013-07-10,18-Sep-13,19-Sep-13,19-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3040,270560.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1235,13383.47,334.68,2013
5510,63757,FPQ-9530,SCMS-143810,ASN-15749,Mozambique,PMO - US,Direct Drop,EXW,Air,3/29/2012,2012-04-24,4-Sep-12,4-Sep-12,4-Sep-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,6000,480000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2862,52239.49,672.96,2012
5511,63782,FPQ-7175,SCMS-103690,ASN-11306,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-23,2-Nov-11,2-Nov-11,2-Nov-11,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,113020,485986.0,4.3,0.14,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,8826,7609.7,801.88,2011
5512,63802,FPQ-6262,SCMS-84230,ASN-9616,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-21,5-Apr-11,5-Apr-11,5-Apr-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,65072,186756.64,2.87,0.05,"Strides, Bangalore, India.",Yes,4194,17278.96,402.65,2010
5513,63807,FPQ-12714,SCMS-205010,ASN-23353,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/30/2013,2013-09-02,3-Jan-14,3-Jan-14,6-Jan-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,30,6500,8125.0,1.25,0.04,"Aurobindo Unit III, India",Yes,406,4837.38,10.05,2013
5514,63817,FPQ-9066,SCMS-138630,ASN-14843,Haiti,PMO - US,Direct Drop,EXW,Ocean,1/6/2012,2012-02-23,3-Jul-12,3-Jul-12,3-Jul-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,30,47970,676377.0,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,5438,23708.81,948.28,2012
5515,63826,FPQ-12150,SCMS-191930,ASN-23812,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,4/29/2013,2013-06-12,24-Jan-14,24-Jan-14,27-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,340,10478.8,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,336,3899.33,12.96,2013
